
title,endpoint
LandUsePlanAreaNotes layer,https://data.virginia.gov/api/action/datastore_search?resource_id=3fffe875-698d-4278-bd9f-87fa53afe96c&limit=0
VDH PUD HAI LTACH Device Associated Events,https://data.virginia.gov/api/action/datastore_search?resource_id=40007636-0be9-4df1-98c5-ba9cfdbe25e1&limit=0
Pavement Markings,https://data.virginia.gov/api/action/datastore_search?resource_id=400b2879-f1f7-48a0-9042-ba38c825ebd1&limit=0
Utah Occupational Employment And Wages Data By Job,https://data.virginia.gov/api/action/datastore_search?resource_id=4020429f-e6d0-45fb-ab5c-adb8a2130f38&limit=0
Data for Artificial Intelligence: Data-Centric AI for Transportation: Work Zone Use Case Raw Maryland Incidents Matched,https://data.virginia.gov/api/action/datastore_search?resource_id=403545d4-97b6-4a5c-a9ed-a7bace098110&limit=0
Zoning,https://data.virginia.gov/api/action/datastore_search?resource_id=405d9a08-23a7-4532-b8ee-edca4bfd011e&limit=0
2017 State Occupational Injuries and Illness Incidence Rates,https://data.virginia.gov/api/action/datastore_search?resource_id=40a1fdef-9983-42fe-9335-f3fcade7d691&limit=0
Cartographic Boundary Files VA,https://data.virginia.gov/api/action/datastore_search?resource_id=40acf06d-9096-425d-a04e-51446c3e9bde&limit=0
Third Generation Simulation Data (TGSIM) I-294 L2 Trajectories,https://data.virginia.gov/api/action/datastore_search?resource_id=40bbeb0a-a160-4b6f-aad2-5616262e52ef&limit=0
TANF Working to Achieve Employment - Tennessee,https://data.virginia.gov/api/action/datastore_search?resource_id=40c1d82d-6284-4fd4-ac6b-0fa97166d445&limit=0
devAuto_measure_concernLevel,https://data.virginia.gov/api/action/datastore_search?resource_id=40f50ec8-c53b-44cd-ba14-0b1e2209fa11&limit=0
Data for Artificial Intelligence: Data-Centric AI for Transportation: Work Zone Use Case Processed Integrated Traffic Work Zone Data,https://data.virginia.gov/api/action/datastore_search?resource_id=412f4480-77a6-4841-9fd2-7e3134135958&limit=0
VDH PUD HAI C auris Yearly,https://data.virginia.gov/api/action/datastore_search?resource_id=4166c0a5-d3d3-4292-a49f-02c848242628&limit=0
Percent of Tests Positive for Viral Respiratory Pathogens,https://data.virginia.gov/api/action/datastore_search?resource_id=41a6bc25-bbf0-4e40-a062-75b67f0a4a1a&limit=0
"Licensed Drivers by Sex and Age Groups, 1963 - 2023 (DL-220)",https://data.virginia.gov/api/action/datastore_search?resource_id=41b02321-8bcb-4a25-a501-d3f84b22fc7a&limit=0
Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program 2023-04-10-to-2023-04-16,https://data.virginia.gov/api/action/datastore_search?resource_id=4200b342-a9b9-4da0-935f-751fba76bd51&limit=0
VDH PUD HAI C auris Month Year,https://data.virginia.gov/api/action/datastore_search?resource_id=429984c6-682a-4fb5-87c6-c44c828d1fa1&limit=0
CDC Wastewater Data for Mpox,https://data.virginia.gov/api/action/datastore_search?resource_id=42c35626-a518-4dea-a57a-1a1510955354&limit=0
School Accreditation Report 2022-23,https://data.virginia.gov/api/action/datastore_search?resource_id=42d4eb48-a702-4dcf-aaa0-85b797ac6d83&limit=0
NHCCI,https://data.virginia.gov/api/action/datastore_search?resource_id=42f08d53-98eb-4a25-8bb5-e0961d2d3af1&limit=0
School Accreditation Report 2018-19,https://data.virginia.gov/api/action/datastore_search?resource_id=42f294e8-3b2b-4e40-a18e-0d094f757670&limit=0
VDH-PUD-HAI-IRF-Laboratory Identified Events,https://data.virginia.gov/api/action/datastore_search?resource_id=431c2cb3-b70c-4d42-81bf-0c9a8e4d2948&limit=0
Mile Marker Signs,https://data.virginia.gov/api/action/datastore_search?resource_id=4331c9c2-967a-46d1-98b0-521edb606a9f&limit=0
Supervisor Offices,https://data.virginia.gov/api/action/datastore_search?resource_id=437c7b0a-4a02-4a20-8066-2e8b03d32cd1&limit=0
Local and Regional Schools and Centers 2018-19,https://data.virginia.gov/api/action/datastore_search?resource_id=43e12ef5-d7ff-4aa7-b642-4a7e019fada6&limit=0
Tax Administration's Real Estate - Legal Data,https://data.virginia.gov/api/action/datastore_search?resource_id=4412ac05-b55a-4dfb-81b0-bbce8ec15e7a&limit=0
Drug Manufacturer Contacts,https://data.virginia.gov/api/action/datastore_search?resource_id=446e588a-f07f-4ef2-b723-141cdafbd075&limit=0
FY 2023 End of Year Annual Financial Reporting,https://data.virginia.gov/api/action/datastore_search?resource_id=449b0622-04c8-4295-a81f-68c5ac80d7ec&limit=0
"DEV DQS Use of selected substances in the past 30 days among 12th graders, 10th graders, and 8th graders, by sex and race: United States.",https://data.virginia.gov/api/action/datastore_search?resource_id=449f7e95-0024-45cb-91be-821cedf20220&limit=0
Street Light Outages,https://data.virginia.gov/api/action/datastore_search?resource_id=44af7784-fe9d-4e03-a052-03d0e3d384ad&limit=0
"School Enrollment Projections data - April 15, 2024",https://data.virginia.gov/api/action/datastore_search?resource_id=45d227dd-1a81-4b26-a94c-a20215e51b82&limit=0
New York City Employment Forecast,https://data.virginia.gov/api/action/datastore_search?resource_id=45e30f8a-4fdd-4208-afa2-ee7dce635fea&limit=0
MunicipalBoundary layer,https://data.virginia.gov/api/action/datastore_search?resource_id=45f6fda7-ec75-4892-9108-ba4b6632c43f&limit=0
Air Quality Index Report - City wise(Virginia) (2022),https://data.virginia.gov/api/action/datastore_search?resource_id=45f7299e-a58c-4a64-af45-c9aca89de835&limit=0
"Monthly Gasoline Reported by States, 2000-2023 (MF-33GA)",https://data.virginia.gov/api/action/datastore_search?resource_id=46144412-b971-43a1-8483-c907c2b276d8&limit=0
Employment First Annual OVR Outcomes Current Statewide Labor & Industry - PA,https://data.virginia.gov/api/action/datastore_search?resource_id=4615b01f-09a9-4171-ac45-f567de7686ad&limit=0
Institution List - Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=46b19791-792d-46da-82f0-bad100fd3432&limit=0
VDH-HeatRelatedIllness-PUD-RaceEthnicity,https://data.virginia.gov/api/action/datastore_search?resource_id=46cb67f9-f84b-4f64-9879-69bf467c5a46&limit=0
Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program 2023-11-13-to-2023-11-19,https://data.virginia.gov/api/action/datastore_search?resource_id=46efc82a-1303-41f1-8579-763c54de4cc6&limit=0
GreenwayEasement layer,https://data.virginia.gov/api/action/datastore_search?resource_id=47254c4e-f103-490b-a622-06595854c8b8&limit=0
FY 2023 End of Year Annual Financial Reporting,https://data.virginia.gov/api/action/datastore_search?resource_id=477a2db6-004c-418c-a85d-a25cfae11016&limit=0
Zoning,https://data.virginia.gov/api/action/datastore_search?resource_id=47965148-7d6e-4f44-8c72-5ac1ed63d0a6&limit=0
Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program 2023-07-17-to-2023-07-23,https://data.virginia.gov/api/action/datastore_search?resource_id=479dc393-2743-44b0-a6a6-2f78e2aace40&limit=0
Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program 2023-04-03-to-2023-04-09,https://data.virginia.gov/api/action/datastore_search?resource_id=47cffa90-6fe7-406b-87a9-47d75c95bd0a&limit=0
Ped Bike Crashes Heat Map,https://data.virginia.gov/api/action/datastore_search?resource_id=47e42f20-6e3d-4049-adb1-15b0d695513c&limit=0
Airfields - Open Data,https://data.virginia.gov/api/action/datastore_search?resource_id=4859aa36-e609-417b-b9e0-aa7d8ae2ee08&limit=0
Landfills,https://data.virginia.gov/api/action/datastore_search?resource_id=48b2c16d-e242-46f2-b89f-610526f06420&limit=0
ParcelsEnriched layer,https://data.virginia.gov/api/action/datastore_search?resource_id=48b5b7d8-38a1-4e67-807b-85910f6c00f1&limit=0
VDH-HeatRelatedIllness-PUD-Sex,https://data.virginia.gov/api/action/datastore_search?resource_id=48bd930e-7ff4-481e-a2f2-521369559836&limit=0
CTE Completers by Career Pathway by Division -  Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=48eaed56-bc7c-4151-8b80-3aaa61c3655f&limit=0
Bedford County Voting Precincts - Open Data,https://data.virginia.gov/api/action/datastore_search?resource_id=48edcc81-1dd7-45cb-8608-4d2140635ecc&limit=0
Historic Sites,https://data.virginia.gov/api/action/datastore_search?resource_id=491a3d13-eb24-47cd-a800-cfbff94713eb&limit=0
DOE Credential Failed Students 2018 - 2019,https://data.virginia.gov/api/action/datastore_search?resource_id=492e2ea9-f91e-4576-9329-aee0994f2dcb&limit=0
"Nutrition, Physical Activity, and Obesity - Behavioral Risk Factor Surveillance System",https://data.virginia.gov/api/action/datastore_search?resource_id=493d961c-e910-492f-964e-d9785e0d03ba&limit=0
Alternative Measures of Labor Underutilization across different States,https://data.virginia.gov/api/action/datastore_search?resource_id=49729cf4-0ebb-47e7-9575-420ed1998953&limit=0
Full-time Equivalent (FTE) Totals by Agency (2023-2019) - Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=49e44412-547b-4d04-9d40-69214fc0f559&limit=0
2022_Active_Business_Licenses_for_the_Town_of_Dumfries_20240204,https://data.virginia.gov/api/action/datastore_search?resource_id=49e89da8-1e50-40a8-9d89-03bdce8930b3&limit=0
DOE Credential TotalPassed Students 2021 - 2022,https://data.virginia.gov/api/action/datastore_search?resource_id=4a217046-d7aa-4585-b06e-53ee17ecf61b&limit=0
VDH_PUD_VirginiaByDemographics,https://data.virginia.gov/api/action/datastore_search?resource_id=4a374a09-8bfa-426a-9777-bec71110901d&limit=0
Delisted Species,https://data.virginia.gov/api/action/datastore_search?resource_id=4a9a511d-4345-4b0f-be7b-57f665dcfb5e&limit=0
2023 Q3 QCEW - Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=4adfcc33-76e8-40b9-854d-db8b0b9bcf43&limit=0
Police Offense Reports,https://data.virginia.gov/api/action/datastore_search?resource_id=4aea7d00-1f93-4d55-8944-f24ffe1cdad0&limit=0
FY2024 Data Resource Guide,https://data.virginia.gov/api/action/datastore_search?resource_id=4b5cb6c2-4c85-4a76-84f6-c5cba7f4a30e&limit=0
VA Beach Business_License_Short_Term_Rentals,https://data.virginia.gov/api/action/datastore_search?resource_id=4b81b3d2-8783-44e6-907a-66e7ef4018ea&limit=0
"Weekly Influenza Vaccination Coverage and Intent for Vaccination, Overall, by Selected Demographics and Jurisdiction, Among Adults 18 Years and Older",https://data.virginia.gov/api/action/datastore_search?resource_id=4b93fd8d-1ac4-4fce-bbf2-f2a05ae58bfc&limit=0
Full-time Equivalent (FTE) Totals by Agency (2023-2019) - Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=4c26d88a-bdfa-4bcd-b36a-f08027e9dc9c&limit=0
Transit Agency Security Personnel,https://data.virginia.gov/api/action/datastore_search?resource_id=4c35b3dc-d26f-4dcf-804a-e163361596fa&limit=0
"PLACES: Census Tract Data (GIS Friendly Format), 2024 release",https://data.virginia.gov/api/action/datastore_search?resource_id=4c37e738-982a-493c-8e4f-e671aae48124&limit=0
Legacy to New Site Crosswalk,https://data.virginia.gov/api/action/datastore_search?resource_id=4c68d391-245e-41a9-858f-08727a8dbede&limit=0
Maricopa County Regional Work Zone Data Exchange (WZDx) v3.0 Feed Sample,https://data.virginia.gov/api/action/datastore_search?resource_id=4c872d06-a535-452c-94a3-48fecfe9b8bb&limit=0
Parole and Probation Employment Rate - Tennessee,https://data.virginia.gov/api/action/datastore_search?resource_id=4c90c226-14d6-4625-9746-be2a352d24ad&limit=0
DOE_Credential_TotalPassed_Students 2015 - 2016,https://data.virginia.gov/api/action/datastore_search?resource_id=4d23c341-476c-4373-b06c-f15f97f48074&limit=0
Recalls Data,https://data.virginia.gov/api/action/datastore_search?resource_id=4d94fb3a-5ba8-4b4c-8f7d-c9abfdc516ac&limit=0
EPA Ecoregions in Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=4dcc4ba1-1682-4421-945b-d98d6a63515c&limit=0
HighSchoolBoundary layer,https://data.virginia.gov/api/action/datastore_search?resource_id=4dcf8866-e242-41b4-9953-5d10834697c3&limit=0
VDH-PUD-FAI-By-Month,https://data.virginia.gov/api/action/datastore_search?resource_id=4e045ddd-fa67-4368-a2be-8a93233a209f&limit=0
"Alternative Measures of Labor Underutilization for States, 2023 Annual Averages",https://data.virginia.gov/api/action/datastore_search?resource_id=4e094a3c-9346-497c-9d3c-54e70c839630&limit=0
ImperviousAreas layer,https://data.virginia.gov/api/action/datastore_search?resource_id=4e0bfdd1-4113-42e1-9761-15797e931b8e&limit=0
Planning Sectors,https://data.virginia.gov/api/action/datastore_search?resource_id=4e0f0510-8d93-41c7-9aa5-ef4e11d32e30&limit=0
US BEA Employment by SIC Industry- NC,https://data.virginia.gov/api/action/datastore_search?resource_id=4e1720de-3c09-43c7-9776-89da0edc42f9&limit=0
VDH-PUD-Early-Syphilis-Demographics,https://data.virginia.gov/api/action/datastore_search?resource_id=4e5aacea-1e16-4142-b26a-7f7333689829&limit=0
VDH PUD Overdose ED Visits by Year and Geography,https://data.virginia.gov/api/action/datastore_search?resource_id=4e6f521b-511a-41d5-b7e0-68bb00de1df3&limit=0
Occupational Wages 2018 Labor and Industry PA,https://data.virginia.gov/api/action/datastore_search?resource_id=4e76c188-953a-4cef-ac5b-4a70a48060f9&limit=0
VDH-COVID-19-PublicUseDataset-Cases-Summary - RETIRED Dataset,https://data.virginia.gov/api/action/datastore_search?resource_id=4e7b136b-0afa-42f8-8cab-7b767cb9153d&limit=0
Listed U.S. Species by Responsible (Lead) Region,https://data.virginia.gov/api/action/datastore_search?resource_id=4e88c1e8-3e0d-4b36-84b6-e56053ed2285&limit=0
Reserved Name,https://data.virginia.gov/api/action/datastore_search?resource_id=4ea76caf-a0f3-4842-bec0-b693d7d7d972&limit=0
Air Quality Index Report - County wise(Virginia) (2023),https://data.virginia.gov/api/action/datastore_search?resource_id=4eaace43-7064-4fa7-996f-bb5fccb01e11&limit=0
Bedford County Hydrant Laterals - BRWA Open Data,https://data.virginia.gov/api/action/datastore_search?resource_id=4f50d8d5-85b4-4516-a8c4-58fffe6b687b&limit=0
eVA Procurement Data 2016,https://data.virginia.gov/api/action/datastore_search?resource_id=4f72e337-db1a-4dfc-b4b9-1096a56cc7b2&limit=0
scored segments 1pct,https://data.virginia.gov/api/action/datastore_search?resource_id=4f8a7efc-d183-4064-a030-70065af822e6&limit=0
Detailed Respiratory Emergency Department Visits Public Use Dataset,https://data.virginia.gov/api/action/datastore_search?resource_id=4f94deaa-a8fb-431c-bd73-e5705418f81a&limit=0
Zoning layer,https://data.virginia.gov/api/action/datastore_search?resource_id=4f9cdf8e-4bbe-4039-b4a7-ff210bcb9504&limit=0
"PLACES: Local Data for Better Health, Census Tract Data 2024 release",https://data.virginia.gov/api/action/datastore_search?resource_id=5046397d-5c77-4727-b007-620f8de7e3ef&limit=0
SDE VDOT LANDTRACK POLYGON,https://data.virginia.gov/api/action/datastore_search?resource_id=504ff5e2-b6a7-4c9e-8533-9cef3daee176&limit=0
LRS Edge Route Overlap,https://data.virginia.gov/api/action/datastore_search?resource_id=50588b22-0833-4102-90a5-010fa4013c60&limit=0
Network PUF - PY2026,https://data.virginia.gov/api/action/datastore_search?resource_id=50ac3743-3ae9-4452-8adc-1d667adc9127&limit=0
State Occupational Employment and Wage Estimates - Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=513550e8-43d5-4a3e-87de-a11155218b35&limit=0
Over-the-Year Change in Unemployment Rates for Large Metropolitan Areas,https://data.virginia.gov/api/action/datastore_search?resource_id=515339b1-16cc-43dd-9b99-8ea7271869af&limit=0
American Rescue Plan Act (ARPA) Fund Summary,https://data.virginia.gov/api/action/datastore_search?resource_id=515853ca-6f14-4f29-aa03-8e327628714f&limit=0
Behavioral Risk Factor Surveillance System (BRFSS) Age-Adjusted Prevalence Data (2011 to present),https://data.virginia.gov/api/action/datastore_search?resource_id=51698cfa-02d7-468f-b9af-d8bca696a0fd&limit=0
Code Enforcement Cases,https://data.virginia.gov/api/action/datastore_search?resource_id=51b2918d-0b95-4ac0-82c9-b06b2ca59284&limit=0
"Provisional COVID-19 death counts and rates by month, jurisdiction of residence, and demographic characteristics",https://data.virginia.gov/api/action/datastore_search?resource_id=51ee41d7-6183-463c-a03b-1605b546f81a&limit=0
Subdivisions layer,https://data.virginia.gov/api/action/datastore_search?resource_id=5216daab-a2b7-49d0-9a55-2769f7a42a90&limit=0
DOE Credential Attempted Students 2021 - 2022,https://data.virginia.gov/api/action/datastore_search?resource_id=522282ed-922a-4ab0-8a6e-23286f9a10ff&limit=0
2023 State Occupational Injury and Illness Counts,https://data.virginia.gov/api/action/datastore_search?resource_id=52397a4b-d31d-4c59-9f7b-03bfc4642f39&limit=0
"Population Projections 2010,2020,2030 by Race and Ethnicity- Virginia",https://data.virginia.gov/api/action/datastore_search?resource_id=52607950-9080-461d-9943-cf952adb3b59&limit=0
Virginia Welcome Centers Attendance Report,https://data.virginia.gov/api/action/datastore_search?resource_id=5282db99-1daa-4fc3-98b3-f8fd782645c1&limit=0
Business Rules PUF - PY2026,https://data.virginia.gov/api/action/datastore_search?resource_id=5289e1d8-7eb4-404b-abc2-801a2ebb9fd2&limit=0
VDH-PUD-HAI-IRF-VA Inpatient Rehab Facilities,https://data.virginia.gov/api/action/datastore_search?resource_id=52b8af0f-4dcc-49fd-9780-f2ecf024fcc9&limit=0
GPS Monuments,https://data.virginia.gov/api/action/datastore_search?resource_id=52d0f908-6ca5-4158-a49b-81a4ef50286c&limit=0
DOE Credential TotalPassed Students 2017 - 2018,https://data.virginia.gov/api/action/datastore_search?resource_id=531157af-3142-4b45-a25a-17a2623555ac&limit=0
Statewide Eligible Training Providers List - TX,https://data.virginia.gov/api/action/datastore_search?resource_id=531c19d8-24ee-4a1a-86a6-4ad1022cfded&limit=0
ElementarySchoolBoundary layer,https://data.virginia.gov/api/action/datastore_search?resource_id=53441616-7c26-4e0f-942f-3151ef146c2d&limit=0
VDH PUD Overdose Deaths by Demographics - Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=534b8d0f-2b15-4fc5-86cb-1e27c6391dfd&limit=0
Buildings 3D,https://data.virginia.gov/api/action/datastore_search?resource_id=539f364b-6548-45c0-904c-e2604df8402a&limit=0
VDH PUD HAI Carbapenemase-Producing Organisms(CPOs) DCLS Submissions,https://data.virginia.gov/api/action/datastore_search?resource_id=53b351fd-90ae-4924-bcd3-a3a523ac9a32&limit=0
Estuaries (2016 Final WQA IR Assessment),https://data.virginia.gov/api/action/datastore_search?resource_id=53c0bf7d-b3f6-4111-a9f9-e85e6d6ed54c&limit=0
Conditional Use Permits,https://data.virginia.gov/api/action/datastore_search?resource_id=540ac9dc-a474-4027-8b92-4b85b38ef44f&limit=0
VDH PUD HAI Acute Statewide SIR,https://data.virginia.gov/api/action/datastore_search?resource_id=541d1a15-af36-401e-9de9-c518bced42e1&limit=0
DQS NHANES Footnotes,https://data.virginia.gov/api/action/datastore_search?resource_id=545121d1-57a8-45de-9e31-481c2c9aaa0c&limit=0
Utah Ave Employment & Establishments Payroll NAICS 2004 Q1,https://data.virginia.gov/api/action/datastore_search?resource_id=547a7074-be36-4b0c-b393-f975fa9c8890&limit=0
Earth Science Database,https://data.virginia.gov/api/action/datastore_search?resource_id=548320a3-f964-4d61-a67a-c6a56b6ee03e&limit=0
RailroadEasement layer,https://data.virginia.gov/api/action/datastore_search?resource_id=54a8c617-82ba-4832-a979-521bd50eac59&limit=0
Full-time Equivalent (FTE) Totals by Agency (2023-2019) - Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=550ebf67-c43c-4ae5-bab2-07d6c8cc350b&limit=0
Median Household Income,https://data.virginia.gov/api/action/datastore_search?resource_id=551fb044-039b-4f63-af9a-f8f7e476576c&limit=0
CountyFloodplains layer,https://data.virginia.gov/api/action/datastore_search?resource_id=556a7567-50b2-4eea-a4b3-ee46034fc64c&limit=0
STE VDOT SYIP APPRVD SUM,https://data.virginia.gov/api/action/datastore_search?resource_id=5573c2f4-ae8e-404c-bf5d-9d38800c43e3&limit=0
1998-2022 Serotype Data for Invasive Pneumococcal Disease Cases by Age Group from Active Bacterial Core surveillance,https://data.virginia.gov/api/action/datastore_search?resource_id=5579ee4f-c248-4921-b41e-fc0e2b0fe9ac&limit=0
Alternative Measures of Labor Underutilization in Virginia — 2023,https://data.virginia.gov/api/action/datastore_search?resource_id=5602e136-46c4-4802-8824-7672e6b6a22d&limit=0
Paleontology Collection Database,https://data.virginia.gov/api/action/datastore_search?resource_id=563f51f2-7b45-4df4-b3fe-272a12be5d7a&limit=0
Preliminary 2024-2025 U.S. RSV Burden Estimates,https://data.virginia.gov/api/action/datastore_search?resource_id=5650eda5-3227-4cdb-bb2e-8f69113d034b&limit=0
ThoroughfarePlanInterchanges layer,https://data.virginia.gov/api/action/datastore_search?resource_id=56aaa239-c025-4c90-a2da-96422af227e7&limit=0
Post Offices,https://data.virginia.gov/api/action/datastore_search?resource_id=56b31bf6-3215-4296-b91e-1212387d21f0&limit=0
1996 Fall Membership Division Summary Totals by Grade Including PK AND PG,https://data.virginia.gov/api/action/datastore_search?resource_id=56c9c399-3046-4fbb-948c-14b35384a4d5&limit=0
Chesapeake Bay Watershed and Basins,https://data.virginia.gov/api/action/datastore_search?resource_id=56d55154-293f-4b79-9d2c-90b631bed9bd&limit=0
Transportation Services Index and Seasonally-Adjusted Transportation Data,https://data.virginia.gov/api/action/datastore_search?resource_id=56d84654-e8cc-4c01-bdb4-de6069abb530&limit=0
ZIP Codes,https://data.virginia.gov/api/action/datastore_search?resource_id=56eb5030-d788-4a40-b22e-74976426ef4f&limit=0
Number of Individuals Successfully Employed Through Vocational Rehabilitation - Tennessee,https://data.virginia.gov/api/action/datastore_search?resource_id=56fffa5c-73c7-47e5-81f1-110dc5608e43&limit=0
TLRR Corridors,https://data.virginia.gov/api/action/datastore_search?resource_id=5730723d-abd4-472d-9cf9-e83b1aceb66e&limit=0
Short Term Projection 2018-2020- Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=5743d23b-56a4-43ac-8e24-c1849c6dab7a&limit=0
2023 NTD Annual Data - Demand Response Geographic Area Coverage (Service Schedules),https://data.virginia.gov/api/action/datastore_search?resource_id=57a7b142-01a9-4041-b7e5-9dde2940943d&limit=0
VDH-COVID-19-PublicUseDataset-CLI_By-HealthRegion,https://data.virginia.gov/api/action/datastore_search?resource_id=57b98048-afff-4ed3-adfd-58a448cddeea&limit=0
Business Firm Demographics,https://data.virginia.gov/api/action/datastore_search?resource_id=57d86f34-b036-42f3-89dc-6c4127b6d8f8&limit=0
AFD,https://data.virginia.gov/api/action/datastore_search?resource_id=57e5d6e4-36af-497f-be2f-1e7fe200ece9&limit=0
Projections_2018-28_AllGeos_AllTypes- Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=5804b43e-0e9c-446c-afbe-9e8e390ced7d&limit=0
VDH PUD HAI LTACH Statewide Standard Infection Ratio,https://data.virginia.gov/api/action/datastore_search?resource_id=58232d39-7335-4c9b-8143-27f3b41b9b4e&limit=0
VDH-HeatRelatedIllness-PUD-AgeGroup,https://data.virginia.gov/api/action/datastore_search?resource_id=58235ee4-092b-49af-825e-94467f1dce7b&limit=0
Virginia Public WiFi Hotspots Shapefile,https://data.virginia.gov/api/action/datastore_search?resource_id=5863d4f7-3ab6-4830-8a0e-f86b5fa9f506&limit=0
SMS C Pass,https://data.virginia.gov/api/action/datastore_search?resource_id=58655ba0-f6d4-416c-835c-fd4aa46d2941&limit=0
Short Term Projections by Industry 2021-2023- Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=58cb6e9e-ac50-40cc-b9b6-5a944176ffc1&limit=0
SDE VDOT LANDTRACK POINT,https://data.virginia.gov/api/action/datastore_search?resource_id=59410e30-12d6-443e-ba8b-a34e33a4f819&limit=0
devAuto_briefType,https://data.virginia.gov/api/action/datastore_search?resource_id=597a7899-ec2a-4f7b-8c6c-7dadaaa4e713&limit=0
DOE Credential TotalPassed Students 2020 - 2021,https://data.virginia.gov/api/action/datastore_search?resource_id=59c5a7e2-dfc2-4c9f-9c66-f0bbdcc8743e&limit=0
DOT Capital Improvement Spot Projects,https://data.virginia.gov/api/action/datastore_search?resource_id=5a07f3ed-d7b7-425a-bdaf-b03b4976cbc2&limit=0
Workforce Innovation and Opportunity Act Title I Performance Accountability Metrics PY 2017-2018 -PA,https://data.virginia.gov/api/action/datastore_search?resource_id=5a2560be-9a61-4f00-bbdb-ad3126323844&limit=0
Fire Stations,https://data.virginia.gov/api/action/datastore_search?resource_id=5a6bffcd-69f4-437f-9746-5ff6d7f55138&limit=0
DPR Community Garden Points,https://data.virginia.gov/api/action/datastore_search?resource_id=5a770e7a-c409-477f-94fb-c0af9feed5c4&limit=0
Statewide Paving Status Map (Public View) 2025,https://data.virginia.gov/api/action/datastore_search?resource_id=5a7d92bc-fe83-41d4-9ca9-4b02e72d33e4&limit=0
Non-Major Safety and Security Events (FRA Commuter Rail Only),https://data.virginia.gov/api/action/datastore_search?resource_id=5a9618f5-9005-4299-9d05-8451e949aae6&limit=0
VDH PUD Reportable Disease Surveillance Virginia Geography,https://data.virginia.gov/api/action/datastore_search?resource_id=5b1fc1e7-3ef9-42cd-8dd1-6c3d4ef4da79&limit=0
Estuaries (2018 Final WQA IR Assessment),https://data.virginia.gov/api/action/datastore_search?resource_id=5b20b3f3-85de-42dd-b602-2a99c6a15a45&limit=0
eVA Procurement Data 2024 - Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=5b4e0ab7-1580-4815-aa12-923cebe56582&limit=0
prodAuto_measure_allStates,https://data.virginia.gov/api/action/datastore_search?resource_id=5b4efc48-47d9-4189-aee0-9d89128bea41&limit=0
Jobs Plus for NYCHA Residents - Local Law 163 - New York,https://data.virginia.gov/api/action/datastore_search?resource_id=5b70afbf-f8ab-4a43-855b-02c90a6fc2c6&limit=0
OpenSpaceEasement layer,https://data.virginia.gov/api/action/datastore_search?resource_id=5b7bd7e1-938d-4ac8-aca9-b051b8f3fd62&limit=0
1_January 2024_Permits Issued,https://data.virginia.gov/api/action/datastore_search?resource_id=5b9cab7e-6090-4733-9894-23d34e2c4cd7&limit=0
Parks,https://data.virginia.gov/api/action/datastore_search?resource_id=5b9de2ea-34f0-4170-a1c2-65fcdd4e4dc7&limit=0
TAZ Population and Employment Forecast 2050 - New Jersey,https://data.virginia.gov/api/action/datastore_search?resource_id=5ba626ab-4238-47e9-9b8c-dc045fc3be98&limit=0
Crossing Inventory Source Data (Form 71) - Current,https://data.virginia.gov/api/action/datastore_search?resource_id=5bd950a0-acc8-4604-94a3-3227540f80ff&limit=0
Water Quality Test Results,https://data.virginia.gov/api/action/datastore_search?resource_id=5bea0af7-b7ad-457d-a7c7-f373bfda6375&limit=0
Pollutant Sulphur Dioxide (SO2) Daily Data in Virginia (2024),https://data.virginia.gov/api/action/datastore_search?resource_id=5cef5d79-73ae-4782-9021-affd1c733c32&limit=0
VDH PUD HAI Acute Device Associated Events,https://data.virginia.gov/api/action/datastore_search?resource_id=5cfae9c0-0d02-4864-aab2-1bc959731e16&limit=0
LaborForce - Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=5d288e86-f92e-408b-8343-0b2afd874c51&limit=0
DrainageEasement layer,https://data.virginia.gov/api/action/datastore_search?resource_id=5d35e646-a586-4811-8b27-5636db121420&limit=0
100 acre streams,https://data.virginia.gov/api/action/datastore_search?resource_id=5d9cf4af-ef74-4b64-b1e3-e9a1f97fae59&limit=0
Low Income Communities,https://data.virginia.gov/api/action/datastore_search?resource_id=5e107243-0ff6-4501-9406-223800ef6413&limit=0
Quarterly Census of Employment and Wages - Statewide and All Counties - MD,https://data.virginia.gov/api/action/datastore_search?resource_id=5e4f675f-8d5d-49fb-8c30-110d8e3cc2be&limit=0
Emergency Communications 24-Hour Call Volume,https://data.virginia.gov/api/action/datastore_search?resource_id=5e522732-64bb-48aa-a1bb-951b67afa943&limit=0
